tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_players,team_two_players,team_one_nationalities,team_two_nationalities,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Round of 32,2,2,False,None,None,None,Sankeerth B. R.,Niluka Karunaratne,CAN,SRI,24,42,3,7,0,2,2,7,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '0-7', '1-7', '2-7', '2-8', '2-9', '2-10', '2-11', '2-12', '2-13', '3-13', '3-14', '3-15', '3-16', '4-16', '5-16', '5-17', '5-18', '6-18', '7-18', '7-19', '7-20', '7-21']",3.0,6.0,0.0,1.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '6-4', '6-5', '7-5', '7-6', '7-7', '7-8', '7-9', '7-10', '7-11', '8-11', '9-11', '10-11', '10-12', '11-12', '12-12', '12-13', '12-14', '12-15', '12-16', '13-16', '14-16', '14-17', '14-18', '15-18', '16-18', '16-19', '17-19', '17-20', '17-21']",None,None,None,None,[]
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Round of 32,1,2,False,None,None,None,Kwang Hee Heo,Yu Igarashi,KOR,JPN,42,31,5,7,2,0,5,7,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '5-5', '5-6', '5-7', '5-8', '5-9', '6-9', '7-9', '7-10', '8-10', '9-10', '10-10', '11-10', '11-11', '11-12', '12-12', '13-12', '14-12', '14-13', '14-14', '15-14', '15-15', '15-16', '16-16', '16-17', '16-18', '17-18', '18-18', '19-18', '20-18', '21-18']",4.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '7-2', '7-3', '7-4', '7-5', '8-5', '9-5', '10-5', '11-5', '11-6', '11-7', '11-8', '12-8', '13-8', '13-9', '14-9', '14-10', '15-10', '15-11', '16-11', '16-12', '17-12', '18-12', '19-12', '19-13', '20-13', '21-13']",None,None,None,None,[]
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Round of 32,2,2,False,None,None,None,Ygor Coelho,Kim Bruun,BRA,DEN,30,42,3,6,0,3,3,5,0,1,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '7-6', '8-6', '8-7', '8-8', '9-8', '9-9', '10-9', '10-10', '10-11', '11-11', '11-12', '11-13', '11-14', '11-15', '11-16', '12-16', '13-16', '13-17', '13-18', '14-18', '15-18', '16-18', '16-19', '16-20', '16-21']",3.0,5.0,0.0,2.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '4-6', '4-7', '4-8', '4-9', '4-10', '4-11', '5-11', '6-11', '6-12', '6-13', '7-13', '8-13', '9-13', '9-14', '9-15', '9-16', '9-17', '10-17', '10-18', '10-19', '11-19', '12-19', '13-19', '13-20', '14-20', '14-21']",None,None,None,None,[]
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Round of 32,2,3,False,None,None,None,Kok Hong Woon,Guoxing Huang,MAS,CAN,45,61,7,10,2,2,7,4,2,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '5-8', '5-9', '6-9', '6-10', '6-11', '7-11', '8-11', '9-11', '10-11', '11-11', '12-11', '13-11', '13-12', '14-12', '14-13', '15-13', '15-14', '15-15', '16-15', '16-16', '16-17', '17-17', '18-17', '19-17', '19-18', '20-18', '20-19', '21-19']",4.0,10.0,0.0,1.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '7-4', '8-4', '8-5', '9-5', '9-6', '9-7', '10-7', '10-8', '10-9', '10-10', '10-11', '10-12', '10-13', '10-14', '10-15', '10-16', '10-17', '11-17', '11-18', '12-18', '13-18', '13-19', '13-20', '13-21']",2.0,5.0,0.0,1.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '3-7', '3-8', '3-9', '4-9', '5-9', '5-10', '5-11', '6-11', '6-12', '7-12', '8-12', '8-13', '8-14', '8-15', '8-16', '9-16', '10-16', '10-17', '10-18', '11-18', '11-19', '11-20', '11-21']"
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Round of 32,1,2,False,None,None,None,Thomas Rouxel,Jason Anthony Ho-Shue,FRA,CAN,42,29,7,6,3,0,7,3,2,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '6-4', '7-4', '7-5', '7-6', '7-7', '8-7', '8-8', '8-9', '9-9', '10-9', '10-10', '11-10', '12-10', '13-10', '14-10', '15-10', '16-10', '17-10', '17-11', '18-11', '19-11', '20-11', '20-12', '21-12']",5.0,6.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '6-6', '7-6', '7-7', '8-7', '8-8', '9-8', '10-8', '10-9', '11-9', '12-9', '13-9', '13-10', '14-10', '15-10', '16-10', '17-10', '18-10', '18-11', '19-11', '19-12', '19-13', '19-14', '19-15', '19-16', '19-17', '20-17', '21-17']",None,None,None,None,[]
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Round of 32,2,2,False,None,None,None,Dong Keun Lee,Cao Cuong Pham,KOR,VIE,47,51,5,5,1,12,5,5,1,8,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2', '6-3', '6-4', '7-4', '7-5', '7-6', '7-7', '8-7', '8-8', '8-9', '8-10', '8-11', '8-12', '9-12', '9-13', '10-13', '11-13', '11-14', '12-14', '12-15', '12-16', '12-17', '13-17', '14-17', '14-18', '15-18', '15-19', '16-19', '17-19', '18-19', '18-20', '19-20', '20-20', '20-21', '21-21', '21-22', '22-22', '23-22', '23-23', '23-24', '24-24', '24-25', '25-25', '25-26', '26-26', '26-27', '26-28']",4.0,5.0,0.0,4.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '6-3', '7-3', '7-4', '8-4', '8-5', '9-5', '10-5', '10-6', '10-7', '10-8', '11-8', '11-9', '12-9', '12-10', '13-10', '13-11', '13-12', '14-12', '14-13', '14-14', '14-15', '15-15', '16-15', '17-15', '18-15', '18-16', '18-17', '18-18', '18-19', '18-20', '19-20', '20-20', '20-21', '21-21', '21-22', '21-23']",None,None,None,None,[]
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Round of 32,1,3,False,None,None,None,Kodai Naraoka,Yuxiang Huang,JPN,CHN,61,57,6,4,3,1,4,3,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '4-9', '5-9', '6-9', '6-10', '6-11', '7-11', '8-11', '9-11', '10-11', '10-12', '11-12', '11-13', '11-14', '12-14', '12-15', '13-15', '13-16', '14-16', '15-16', '15-17', '16-17', '16-18', '17-18', '18-18', '18-19', '19-19', '19-20', '19-21']",4.0,3.0,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '5-6', '5-7', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '10-9', '10-10', '11-10', '11-11', '12-11', '12-12', '12-13', '12-14', '13-14', '13-15', '14-15', '15-15', '16-15', '17-15', '17-16', '18-16', '19-16', '20-16', '20-17', '21-17']",6.0,4.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '4-6', '4-7', '5-7', '6-7', '7-7', '7-8', '8-8', '9-8', '10-8', '11-8', '12-8', '13-8', '13-9', '14-9', '14-10', '14-11', '15-11', '16-11', '16-12', '17-12', '17-13', '17-14', '17-15', '18-15', '18-16', '18-17', '18-18', '19-18', '19-19', '20-19', '21-19']"
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Round of 32,2,2,False,None,None,None,Young Woong Ha,Toby Penty,KOR,ENG,27,42,4,7,0,3,4,4,0,1,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '5-1', '5-2', '5-3', '5-4', '6-4', '7-4', '7-5', '7-6', '7-7', '8-7', '8-8', '9-8', '9-9', '10-9', '10-10', '11-10', '12-10', '12-11', '12-12', '13-12', '14-12', '15-12', '15-13', '16-13', '17-13', '17-14', '17-15', '17-16', '17-17', '18-17', '18-18', '18-19', '18-20', '18-21']",2.0,7.0,0.0,2.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '5-8', '6-8', '6-9', '7-9', '7-10', '7-11', '7-12', '7-13', '7-14', '7-15', '7-16', '8-16', '8-17', '8-18', '8-19', '8-20', '9-20', '9-21']",None,None,None,None,[]
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Round of 16,2,3,False,None,None,None,Tien Minh Nguyen,Minoru Koga,VIE,JPN,40,59,5,9,3,2,4,5,3,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '5-5', '6-5', '6-6', '6-7', '7-7', '8-7', '9-7', '9-8', '10-8', '11-8', '11-9', '11-10', '11-11', '11-12', '11-13', '12-13', '13-13', '13-14', '14-14', '15-14', '16-14', '17-14', '17-15', '18-15', '19-15', '20-15', '20-16', '20-17', '21-17']",1.0,7.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '0-7', '1-7', '1-8', '1-9', '1-10', '1-11', '1-12', '1-13', '2-13', '2-14', '2-15', '2-16', '3-16', '3-17', '3-18', '3-19', '3-20', '3-21']",5.0,4.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '2-5', '2-6', '3-6', '3-7', '3-8', '4-8', '5-8', '5-9', '5-10', '5-11', '6-11', '7-11', '8-11', '8-12', '8-13', '9-13', '9-14', '10-14', '10-15', '11-15', '11-16', '11-17', '11-18', '12-18', '13-18', '14-18', '15-18', '16-18', '16-19', '16-20', '16-21']"
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Round of 16,1,3,False,None,None,None,Kim Bruun,Niluka Karunaratne,DEN,SRI,56,52,6,6,2,1,6,6,1,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '5-6', '5-7', '5-8', '5-9', '5-10', '6-10', '7-10', '7-11', '8-11', '8-12', '9-12', '10-12', '11-12', '12-12', '13-12', '14-12', '14-13', '14-14', '15-14', '16-14', '17-14', '17-15', '17-16', '17-17', '18-17', '19-17', '20-17', '21-17']",3.0,6.0,0.0,1.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '7-3', '7-4', '7-5', '8-5', '8-6', '8-7', '8-8', '8-9', '9-9', '10-9', '10-10', '10-11', '10-12', '11-12', '11-13', '11-14', '11-15', '12-15', '13-15', '14-15', '14-16', '14-17', '14-18', '14-19', '14-20', '14-21']",5.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '8-7', '9-7', '10-7', '10-8', '11-8', '11-9', '11-10', '12-10', '13-10', '14-10', '15-10', '15-11', '15-12', '15-13', '16-13', '16-14', '17-14', '18-14', '19-14', '20-14', '21-14']"
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Round of 16,1,2,False,None,None,None,Junpeng Zhao,Sitthikom Thammasin,CHN,THA,42,31,5,3,4,0,4,3,1,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '7-4', '7-5', '7-6', '8-6', '8-7', '8-8', '8-9', '9-9', '10-9', '10-10', '10-11', '11-11', '12-11', '12-12', '13-12', '14-12', '15-12', '16-12', '16-13', '16-14', '17-14', '17-15', '18-15', '19-15', '20-15', '21-15']",5.0,3.0,3.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '3-5', '4-5', '4-6', '5-6', '6-6', '7-6', '8-6', '9-6', '9-7', '10-7', '10-8', '11-8', '12-8', '12-9', '13-9', '13-10', '13-11', '14-11', '14-12', '15-12', '16-12', '17-12', '17-13', '18-13', '18-14', '19-14', '20-14', '20-15', '20-16', '21-16']",None,None,None,None,[]
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Round of 16,1,2,False,None,None,None,Max Weisskirchen,Kwang Hee Heo,GER,KOR,42,32,4,5,6,0,4,5,2,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '5-4', '5-5', '6-5', '6-6', '7-6', '7-7', '8-7', '8-8', '8-9', '8-10', '8-11', '8-12', '9-12', '10-12', '11-12', '12-12', '12-13', '13-13', '13-14', '14-14', '15-14', '16-14', '16-15', '16-16', '17-16', '18-16', '18-17', '19-17', '19-18', '20-18', '20-19', '21-19']",4.0,3.0,4.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '8-5', '9-5', '9-6', '10-6', '11-6', '12-6', '12-7', '13-7', '13-8', '13-9', '14-9', '15-9', '16-9', '17-9', '17-10', '18-10', '19-10', '20-10', '20-11', '20-12', '20-13', '21-13']",None,None,None,None,[]
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Round of 16,1,3,False,None,None,None,Cao Cuong Pham,Guoxing Huang,VIE,CAN,59,56,14,4,5,2,3,4,0,2,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '5-7', '5-8', '5-9', '5-10', '6-10', '7-10', '7-11', '7-12', '8-12', '8-13', '8-14', '8-15', '8-16', '9-16', '9-17', '10-17', '11-17', '11-18', '12-18', '13-18', '14-18', '14-19', '14-20', '15-20', '15-21']",9.0,4.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '4-6', '4-7', '4-8', '4-9', '5-9', '5-10', '6-10', '6-11', '7-11', '8-11', '9-11', '9-12', '10-12', '11-12', '11-13', '12-13', '12-14', '13-14', '14-14', '15-14', '16-14', '17-14', '18-14', '19-14', '20-14', '21-14']",5.0,4.0,4.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '6-1', '6-2', '6-3', '6-4', '7-4', '8-4', '9-4', '9-5', '9-6', '10-6', '11-6', '11-7', '11-8', '11-9', '12-9', '12-10', '13-10', '13-11', '14-11', '14-12', '14-13', '14-14', '14-15', '15-15', '15-16', '16-16', '17-16', '18-16', '18-17', '19-17', '19-18', '20-18', '20-19', '20-20', '21-20', '21-21', '22-21', '23-21']"
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Round of 16,1,3,False,None,None,None,Thomas Rouxel,Kodai Naraoka,FRA,JPN,54,58,5,6,3,1,5,4,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '8-5', '9-5', '10-5', '10-6', '11-6', '12-6', '12-7', '12-8', '12-9', '12-10', '13-10', '14-10', '14-11', '15-11', '15-12', '16-12', '16-13', '17-13', '18-13', '18-14', '18-15', '18-16', '18-17', '19-17', '20-17', '21-17']",4.0,6.0,0.0,1.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '2-5', '2-6', '3-6', '3-7', '4-7', '4-8', '4-9', '4-10', '5-10', '6-10', '7-10', '8-10', '8-11', '8-12', '9-12', '9-13', '9-14', '9-15', '9-16', '10-16', '10-17', '10-18', '11-18', '11-19', '11-20', '11-21']",4.0,6.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '5-4', '6-4', '6-5', '7-5', '8-5', '8-6', '8-7', '9-7', '10-7', '11-7', '12-7', '12-8', '13-8', '14-8', '14-9', '15-9', '16-9', '16-10', '16-11', '16-12', '16-13', '16-14', '16-15', '17-15', '18-15', '18-16', '19-16', '19-17', '19-18', '19-19', '20-19', '20-20', '21-20', '22-20']"
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Round of 16,1,2,False,None,None,None,Guangzu Lu,Mark Caljouw,CHN,NED,43,30,7,6,3,0,5,4,1,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '6-3', '7-3', '8-3', '9-3', '10-3', '10-4', '10-5', '11-5', '12-5', '13-5', '13-6', '14-6', '15-6', '16-6', '16-7', '16-8', '16-9', '16-10', '17-10', '18-10', '19-10', '20-10', '21-10']",3.0,6.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '5-2', '5-3', '5-4', '5-5', '6-5', '6-6', '7-6', '8-6', '9-6', '9-7', '9-8', '10-8', '11-8', '12-8', '12-9', '12-10', '13-10', '14-10', '15-10', '15-11', '15-12', '16-12', '17-12', '18-12', '18-13', '19-13', '19-14', '19-15', '19-16', '19-17', '19-18', '19-19', '20-19', '20-20', '21-20', '22-20']",None,None,None,None,[]
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Round of 16,2,2,False,None,None,None,Takuma Obayashi,Toby Penty,JPN,ENG,30,42,4,6,0,2,4,6,0,1,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '6-5', '6-6', '7-6', '8-6', '9-6', '10-6', '10-7', '10-8', '10-9', '10-10', '10-11', '10-12', '11-12', '11-13', '12-13', '13-13', '13-14', '14-14', '14-15', '14-16', '14-17', '15-17', '16-17', '16-18', '17-18', '17-19', '17-20', '17-21']",3.0,4.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '3-5', '3-6', '4-6', '5-6', '5-7', '6-7', '6-8', '6-9', '6-10', '6-11', '7-11', '7-12', '8-12', '8-13', '8-14', '8-15', '8-16', '9-16', '10-16', '11-16', '11-17', '11-18', '12-18', '12-19', '13-19', '13-20', '13-21']",None,None,None,None,[]
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Quarter final,2,3,False,None,None,None,Max Weisskirchen,Thomas Rouxel,GER,FRA,54,60,6,5,1,2,6,5,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '3-6', '4-6', '5-6', '5-7', '5-8', '5-9', '5-10', '6-10', '6-11', '7-11', '7-12', '7-13', '8-13', '9-13', '10-13', '11-13', '12-13', '13-13', '13-14', '14-14', '14-15', '14-16', '15-16', '16-16', '17-16', '17-17', '17-18', '17-19', '17-20', '17-21']",3.0,4.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '6-3', '7-3', '7-4', '7-5', '8-5', '8-6', '9-6', '9-7', '9-8', '10-8', '10-9', '11-9', '12-9', '12-10', '12-11', '13-11', '14-11', '15-11', '15-12', '16-12', '16-13', '17-13', '17-14', '17-15', '17-16', '17-17', '18-17', '19-17', '19-18', '20-18', '21-18']",4.0,3.0,0.0,1.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '8-8', '8-9', '9-9', '10-9', '11-9', '12-9', '12-10', '12-11', '13-11', '13-12', '13-13', '14-13', '14-14', '14-15', '14-16', '15-16', '15-17', '15-18', '15-19', '16-19', '16-20', '16-21']"
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Quarter final,2,3,False,None,None,None,Junpeng Zhao,Minoru Koga,CHN,JPN,56,59,5,5,5,2,3,4,0,1,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '6-6', '6-7', '6-8', '7-8', '8-8', '9-8', '9-9', '10-9', '11-9', '11-10', '11-11', '12-11', '12-12', '12-13', '13-13', '13-14', '13-15', '13-16', '14-16', '15-16', '16-16', '16-17', '16-18', '17-18', '17-19', '18-19', '18-20', '18-21']",5.0,4.0,5.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '6-6', '7-6', '8-6', '9-6', '9-7', '10-7', '11-7', '11-8', '11-9', '12-9', '13-9', '14-9', '14-10', '15-10', '15-11', '15-12', '15-13', '16-13', '17-13', '18-13', '19-13', '20-13', '20-14', '20-15', '20-16', '20-17', '21-17']",5.0,5.0,0.0,1.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '7-7', '8-7', '9-7', '9-8', '9-9', '9-10', '10-10', '10-11', '10-12', '11-12', '11-13', '12-13', '12-14', '12-15', '12-16', '13-16', '14-16', '15-16', '16-16', '17-16', '17-17', '17-18', '17-19', '17-20', '17-21']"
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Quarter final,2,3,False,None,None,None,Toby Penty,Guangzu Lu,ENG,CHN,51,54,6,7,2,3,6,7,0,2,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '6-1', '6-2', '6-3', '6-4', '7-4', '7-5', '7-6', '8-6', '8-7', '8-8', '8-9', '9-9', '10-9', '10-10', '10-11', '11-11', '12-11', '12-12', '12-13', '12-14', '12-15', '12-16', '12-17', '12-18', '13-18', '14-18', '14-19', '15-19', '16-19', '17-19', '18-19', '18-20', '19-20', '19-21']",4.0,3.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '7-3', '7-4', '8-4', '8-5', '9-5', '10-5', '11-5', '11-6', '12-6', '13-6', '13-7', '13-8', '13-9', '14-9', '15-9', '15-10', '16-10', '16-11', '17-11', '18-11', '19-11', '20-11', '20-12', '21-12']",4.0,6.0,0.0,1.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '4-4', '5-4', '6-4', '6-5', '6-6', '6-7', '7-7', '8-7', '8-8', '8-9', '8-10', '9-10', '9-11', '9-12', '9-13', '9-14', '9-15', '9-16', '10-16', '10-17', '10-18', '10-19', '11-19', '11-20', '11-21']"
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Semi final,2,3,False,None,None,None,Thomas Rouxel,Guangzu Lu,FRA,CHN,55,61,6,6,1,4,6,6,0,2,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '6-6', '7-6', '8-6', '9-6', '10-6', '11-6', '11-7', '11-8', '11-9', '11-10', '11-11', '11-12', '12-12', '13-12', '13-13', '14-13', '14-14', '15-14', '15-15', '15-16', '16-16', '16-17', '16-18', '16-19', '17-19', '17-20', '18-20', '18-21']",4.0,5.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '3-5', '3-6', '3-7', '4-7', '5-7', '5-8', '6-8', '7-8', '7-9', '8-9', '9-9', '10-9', '10-10', '11-10', '11-11', '11-12', '12-12', '13-12', '13-13', '14-13', '15-13', '15-14', '15-15', '16-15', '16-16', '16-17', '17-17', '17-18', '17-19', '18-19', '19-19', '20-19', '21-19']",2.0,4.0,0.0,2.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '3-5', '4-5', '5-5', '5-6', '5-7', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '10-9', '10-10', '11-10', '11-11', '11-12', '11-13', '12-13', '12-14', '12-15', '13-15', '13-16', '14-16', '15-16', '15-17', '15-18', '15-19', '15-20', '16-20', '16-21']"
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Semi final,1,2,False,None,None,None,Minoru Koga,Kim Bruun,JPN,DEN,42,24,10,4,2,0,8,4,1,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '3-5', '4-5', '4-6', '4-7', '5-7', '6-7', '7-7', '8-7', '9-7', '10-7', '11-7', '12-7', '12-8', '12-9', '13-9', '14-9', '15-9', '16-9', '16-10', '17-10', '17-11', '17-12', '18-12', '18-13', '18-14', '19-14', '19-15', '19-16', '20-16', '21-16']",10.0,2.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '11-4', '12-4', '13-4', '14-4', '15-4', '16-4', '16-5', '17-5', '17-6', '17-7', '18-7', '19-7', '19-8', '20-8', '21-8']",None,None,None,None,[]
2018 YONEX Canada Open,Calgary,Canada,None,BWF Tour Super 100,MS,Final,2,2,False,None,None,None,Minoru Koga,Guangzu Lu,JPN,CHN,25,42,3,11,0,4,3,11,0,3,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '5-4', '5-5', '6-5', '7-5', '8-5', '8-6', '9-6', '9-7', '10-7', '10-8', '11-8', '11-9', '12-9', '13-9', '13-10', '13-11', '13-12', '13-13', '13-14', '13-15', '13-16', '13-17', '13-18', '13-19', '13-20', '14-20', '15-20', '15-21']",2.0,4.0,0.0,1.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '3-5', '3-6', '3-7', '3-8', '4-8', '4-9', '4-10', '5-10', '6-10', '6-11', '6-12', '6-13', '7-13', '7-14', '8-14', '8-15', '8-16', '8-17', '8-18', '9-18', '9-19', '10-19', '10-20', '10-21']",None,None,None,None,[]
